activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Plastic Bags & Containers Trading,102875.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Plate Heat Exchangers Trading,102879.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Portal,102886.0,63,631,6312,Web portals,,IFZA,
Ports & Marine Guide Equipment Trading,102888.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Ports Management,102889.0,52,522,5222,Service activities incidental to water transportation,,IFZA,
Potatoes Trading,102890.0,47,472,4721,Retail sale of food in specialized stores,,IFZA,
Poultry Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
"Power Generation, Transmission & Distribution Equipment Trading",102891.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Pre-Fabricated Houses Trading,102892.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Precision Dies Trade,102893.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Prepaid Cards Management Services,,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Press Materials Editing & Distributing,,63,639,6399,Other information service activities n.e.c.,,IFZA,
Printing Machinery Trading,,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Products & Materials Transportation Equipment Inspection,,71,712,7120,Technical testing and analysis,,IFZA,
Products Design Services,102898.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,IFZA,
Professional & Management Development Training,102899.0,85,854,8549,Other education n.e.c.,,IFZA,
Professional & Management Development Training Abroad,102899.0,85,854,8549,Other education n.e.c.,,IFZA,
Project Development Consultant,102900.0,70,702,7020,Management consultancy activities,,IFZA,
Project Management Services,102903.0,82,821,8211,Combined office administrative service activities,,IFZA,
Projects Management Engineering & Technical Feasibility Studies Services Abroad,102904.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,IFZA,
Protective Garments & Vests Trading,102906.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,IFZA,
Public Opinion Polling Services,102909.0,73,732,7320,Market research and public opinion polling,,IFZA,
Public Relations Management,102912.0,70,702,7020,Management consultancy activities,,IFZA,
Publishing of Books & Other Publications Services,102922.0,58,581,5811,Book publishing,,IFZA,
"Pumps, Engines, Valves & Spare Parts Trading",102928.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Purchasing Through Catalogue Services,102931.0,47,479,4791,Retail sale via mail order houses or via Internet,,IFZA,
Quality & Standardization Certificates Issuing Services.,102934.0,71,712,7120,Technical testing and analysis,,IFZA,
Quality & Standardization Consultants,102933.0,70,702,7020,Management consultancy activities,,IFZA,
Racing Cars Rental,,77,771,7710,Renting and leasing of motor vehicles,,IFZA,
Racing Cars Trading,102937.0,45,451,4510,Sale of motor vehicles,,IFZA,
Racing Cars Trading Abroad,102938.0,45,451,4510,Sale of motor vehicles,,IFZA,
Radiation Consultant,102939.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,IFZA,
"Radio, TV Stations, Cinema & Theater Equipment Trade",102941.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,IFZA,
Radiology Centers Consultancy,102942.0,70,702,7020,Management consultancy activities,,IFZA,
Rallies & Sport Tournaments Organizing Services,102946.0,93,931,9311,Operation of sports facilities,,IFZA,
Raw Materials Trading,102949.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Raw Materials Transport by Road,102950.0,49,492,4923,Freight transport by road,,IFZA,
Ready-made Garments Trade,102951.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,IFZA,
Ready-mix Concrete Trading,102952.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Real Estate Buying & Selling Brokerage Abroad,102954.0,68,682,6820,Real estate activities on a fee or contract basis,,IFZA,
Real Estate Consultancies,102955.0,68,682,6820,Real estate activities on a fee or contract basis,,IFZA,
Real estate consultancy – Outside of the UAE,102956.0,68,682,6820,Real estate activities on a fee or contract basis,,IFZA,
Real Estate Development & Management,102957.0,68,682,6820,Real estate activities on a fee or contract basis,,IFZA,
Real Estate Management Supervision Services,102961.0,68,682,6820,Real estate activities on a fee or contract basis,,IFZA,
Recovery Analysis Services,102975.0,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,IFZA,
Recreational Services,102976.0,93,932,9329,Other amusement and recreation activities n.e.c.,,IFZA,
Refined Oil Products Trade,102978.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,IFZA,
Refrigeration & Cold Storage Equipment Trading,100144.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
"Refrigerators, Washing Machines & Household Electrical Appliances Trading",102979.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Registrar of Private Joint Stock Companies,102983.0,69,691,6910,Legal activities,,IFZA,
Reinforcement Steel Bars Trading,102985.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Renewable Energy Engineering Consultancy Abroad,102990.0,72,721,7210,Research and experimental development on natural sciences and engineering,,IFZA,
Repackaging & Refilling Services,,82,829,8292,Packaging activities,,IFZA,
Representative Office,,70,701,7010,Activities of head offices,,IFZA,
Research & Experimental Development on Social Sciences,,72,722,7220,Research and experimental development on social sciences and humanities,,IFZA,
Research on Natural Science,,72,721,7210,Research and experimental development on natural sciences and engineering,,IFZA,
Restaurants Management,,82,821,8211,Combined office administrative service activities,,IFZA,
Restructuring of Financial Regulation & Bankruptcy Services,,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Robotics & Smart Machines Trading,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,IFZA,
Robots & Smart Machines Rental,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,IFZA,
Rock Wool Trading,,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
"Ropes, Sacks & Jute Bags Trading",,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Rubber Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Salt Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Salted & Preserved Fish & Seafood Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Sanitary Ware Trading,,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Satellite Receiving Equipment Trading,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,IFZA,
Satellites’ Components & Spare Parts Trading,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,IFZA,
Scaffolds Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Scales & Dry Measures Trading,,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
"Schools, Hospitals & Laboratories Furniture Trading",,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Science & Technology Consultancy,,72,721,7210,Research and experimental development on natural sciences and engineering,,IFZA,
Scientific & Laboratory Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Scooters Trading,,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,IFZA,
Scrap & Metal Waste Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Scrap & Metal Waste Trading - Abroad,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Sea Cargo Services,,52,522,5224,Cargo handling,,IFZA,
Sea Cleaning Equipment Trade,,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Sea Freight & Passengers Charters,,50,501,5012,Sea and coastal freight water transport,,IFZA,
Sea Shipping Lines Agents,,52,522,5229,Other transportation support activities,,IFZA,
Sea Transport Of Oil & Petroleum Products,,50,501,5012,Sea and coastal freight water transport,,IFZA,
Sea Transport of Oil & Petroleum Products (Outside UAE),,50,501,5012,Sea and coastal freight water transport,,IFZA,
Securities & Commodities Market,,66,661,6611,Administration of financial markets,,IFZA,
Security Consultancies,,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,IFZA,
Security Control Services,,80,802,8020,Security systems service activities,,IFZA,
Security Equipment Installation & Maintenance,,43,432,4321,Electrical installation,,IFZA,
Security Systems & Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Security Training,,85,854,8549,Other education n.e.c.,,IFZA,
Selling Products by Automatic Vending Machines,,47,479,4799,"Other retail sale not in stores, stalls or markets",,IFZA,
Services Provision Brokerage Via Electronic Media,,46,461,4610,Wholesale on a fee or contract basis,,IFZA,
Sewing & Embroidery Requisites Trade,,47,475,4751,Retail sale of textiles in specialized stores,,IFZA,
Sewing Machines & Spare Parts Trading,103297.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Ship Chandlers,,56,562,5629,Other food service activities,,IFZA,
Ship Charter,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,IFZA,
Ship Management & Operation,,52,522,5222,Service activities incidental to water transportation,,IFZA,
Ship Rental Intermediator,,52,522,5229,Other transportation support activities,,IFZA,
Shipping Containers Loading & Unloading Services,,52,522,5224,Cargo handling,,IFZA,
Shipping Lines of Freight & Passengers Transportation,,50,501,5011,Sea and coastal passenger water transport,,IFZA,
Ships & Boats Maintenance Services,,33,331,3315,"Repair of transport equipment, except motor vehicles",,IFZA,
Ships & Boats Repairing,,33,331,3315,"Repair of transport equipment, except motor vehicles",,IFZA,
Ships & Boats Trading,100436.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
"Ships, Boats Spare Parts & Components Trading",103296.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Shoe Repair,,95,952,9523,Repair of footwear and leather goods,,IFZA,
Shoe Trading,103295.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,IFZA,
Shop Fittings Trading,103294.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Short Messages Services,,61,613,6130,Satellite telecommunications activities,,IFZA,
SIM Trading,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,IFZA,
Simulation Equipment & Systems Trading & Maintenance,,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Slippers & Sandals Trading,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,IFZA,
Smelters & Furnaces Refractory Materials Trading,,46,469,4690,Non-specialized wholesale trade,,IFZA,
Smoking & Tobacco Heating Devices Trading,,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Snack Food Trading,103263.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Soap & Hair Care Products Trading,103262.0,46,464,4649,Wholesale of other household goods,,IFZA,
Social Media Applications Development & Management,103261.0,62,620,6201,Computer programming activities,,IFZA,
Soft Drinks & Carbonated Water Trading,103257.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Soil Analysis Services,103255.0,71,712,7120,Technical testing and analysis,,IFZA,
Solar Energy Systems & Components Trading,103251.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Solar Energy Systems Rental,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,IFZA,
Sourcing & Procurement Consultant,103244.0,70,702,7020,Management consultancy activities,,IFZA,
Special Effects Production,103243.0,59,591,5911,"Motion picture, video and television programme production activities",,IFZA,
Special Fabrics & Fibers for Construction Trading,103242.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Specialized Electric Cars Trading,,45,451,4510,Sale of motor vehicles,,IFZA,
Specialized Photographic Equipment & Processing Materials Trading,103239.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Specialized Vehicles for Safe Transport Trading,103224.0,45,451,4510,Sale of motor vehicles,,IFZA,
Specialized Vehicles Rental,103225.0,77,771,7710,Renting and leasing of motor vehicles,,IFZA,
Specialized Vehicles Trading,103227.0,45,451,4510,Sale of motor vehicles,,IFZA,
Specialized Vehicles Trading Abroad,103227.0,45,451,4510,Sale of motor vehicles,,IFZA,
Spectacles & Contact Lenses Trading,103231.0,46,464,4649,Wholesale of other household goods,,IFZA,
Spectacles Repair,103232.0,95,952,9529,Repair of other personal and household goods,,IFZA,
Spices Trade,103235.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Spinning & Weaving Equipment & Spare Parts Trading,103217.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Sponge Mattresses Trading,103218.0,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,IFZA,
Sport Clubs & Facilities Management,103221.0,93,931,9311,Operation of sports facilities,,IFZA,
Sport Coaching Services,103215.0,85,854,8541,Sports and recreation education,,IFZA,
Sport Equipment Trading,103220.0,47,476,4763,Retail sale of sporting equipment in specialized stores,,IFZA,
Sport Research & Consultancies,103216.0,70,702,7020,Management consultancy activities,,IFZA,
Sport Training,103215.0,85,854,8541,Sports and recreation education,,IFZA,
Sports Agent,,93,931,9319,Other sports activities,,IFZA,
Sports Events Marketing,103213.0,73,731,7310,Advertising,,IFZA,
Sports Exhibitions Organizing,103212.0,82,823,8230,Organization of conventions and trade shows,,IFZA,
Sports Fields & Gymnasium Equipment Trading,103211.0,47,476,4763,Retail sale of sporting equipment in specialized stores,,IFZA,
Sports Services,103209.0,93,931,9319,Other sports activities,,IFZA,
Sports Wear Trading,103208.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,IFZA,
Stationery Trading,100447.0,46,464,4649,Wholesale of other household goods,,IFZA,
Statistical Services Consultancies,103205.0,73,732,7320,Market research and public opinion polling,,IFZA,
Steel and Basic Steel Products Trading,103204.0,46,466,4662,Wholesale of metals and metal ores,,IFZA,
Sterilizers & Disinfectants Trading,103202.0,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,IFZA,
Sticks & Umbrellas Trading,103097.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,IFZA,
Structural Wire Rope Systems Trading,103200.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Sugar Trading,100825.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Suitcases & Travel Requisites Trading,103196.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,IFZA,
Sunglasses Trading,103195.0,46,464,4649,Wholesale of other household goods,,IFZA,
Surveying & Evaluating Services,103286.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,IFZA,
Swimming Pools Trading,103190.0,46,464,4649,Wholesale of other household goods,,IFZA,
"T.V Programs, Commercials & Visual Materials Production",103282.0,59,591,5911,"Motion picture, video and television programme production activities",,IFZA,
Tanks and Silos Trade,103184.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Tanned Leathers Trading,103183.0,46,464,4649,Wholesale of other household goods,,IFZA,
Tannery & Dyeing Materials Trading,103182.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Tar & Asphalt Trading,103180.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Tar & Asphalt Trading Abroad,103180.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Tax Consultant,103177.0,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,IFZA,
Tax Reclaim Services,103176.0,82,829,8291,Activities of collection agencies and credit bureaus,,IFZA,
Taxation Procedures Follow-up,103174.0,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,IFZA,
Tea Trading,103268.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Technical and Occupational Skills Training,103170.0,85,854,8549,Other education n.e.c.,,IFZA,
Technical Installations Consultancies,103171.0,70,702,7020,Management consultancy activities,,IFZA,
Telecommunications Equipment Rental,103264.0,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,IFZA,
Telecommunications Equipment Repair,103265.0,95,951,9512,Repair of communication equipment,,IFZA,
Telecommunications Equipment Trading,103166.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,IFZA,
Telehealth Services,,86,869,8690,Other human health activities,,IFZA,
Telephones & Wired Telecommunications Equipment Trading,103161.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,IFZA,
Tennis Training Services,103160.0,93,931,9312,Activities of sports clubs,,IFZA,
"Tents , Sheds & Tarpaulins Trading",103158.0,47,475,4751,Retail sale of textiles in specialized stores,,IFZA,
Tents Rental,103159.0,77,772,7729,Renting and leasing of other personal and household goods,,IFZA,
Textile Trading,103156.0,47,475,4751,Retail sale of textiles in specialized stores,,IFZA,
Theater & Cinema Management,103155.0,82,821,8211,Combined office administrative service activities,,IFZA,
Theatrical Production,102133.0,59,591,5911,"Motion picture, video and television programme production activities",,IFZA,
Therapeutic Services Brokerage Via Electronic Media,,86,869,8690,Other human health activities,,IFZA,
Threads & Yarns Trading,103152.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,IFZA,
Tiles & Flooring Materials Trading,103150.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Timber Trading,103149.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Tobacco & Cigarettes Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Tobacco Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Tourism and Recreation Consultants,103144.0,70,702,7020,Management consultancy activities,,IFZA,
Tourism Guidance Services,103143.0,79,799,7990,Other reservation service and related activities,,IFZA,
Tourist Attractions Smart Cards Services,103147.0,64,641,6419,Other monetary intermediation,,IFZA,
Toys & Games Trading,,47,476,4764,Retail sale of games and toys in specialized stores,,IFZA,
Toys Repair,,95,952,9529,Repair of other personal and household goods,,IFZA,
Tracking Equipment & Objects & Space Technology Trading,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,IFZA,
Trade Mark Verification Services,103141.0,71,712,7120,Technical testing and analysis,,IFZA,
Trade Marks Registration Agent,103142.0,69,691,6910,Legal activities,,IFZA,
Trading And Renting Vending Machines,,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Trading in Medicines (Outside UAE),,46,464,4649,Wholesale of other household goods,,IFZA,
Trading in Pharmaceutical Products Outside UAE,,46,464,4649,Wholesale of other household goods,,IFZA,
Trading of Tires and Rubber Products,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Traffic Awareness Institute,,85,854,8549,Other education n.e.c.,,IFZA,
Traffic Signs & Requisites Trading,103139.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Trains & Railways Construction & Fabrication Equipment Trading & Maintenance,103136.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Trains Spare Parts & Components Trading,103137.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Transfer And Settlement Services For Virtual Assets,,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
"Translation, Editing & Proofreading Services",103128.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,IFZA,
Transport by Refrigerator Trucks,103131.0,52,522,5229,Other transportation support activities,,IFZA,
Transport Consultancies,103124.0,52,522,5229,Other transportation support activities,,IFZA,
Transport Services Training,103122.0,85,854,8549,Other education n.e.c.,,IFZA,
Transportation Vehicles Rental,,77,771,7710,Renting and leasing of motor vehicles,,IFZA,
Travel Agency,103119.0,79,791,7911,Travel agency activities,,IFZA,
Turnkey Projects Contracting,103101.0,46,461,4610,Wholesale on a fee or contract basis,,IFZA,
TV Shopping,103105.0,47,479,4791,Retail sale via mail order houses or via Internet,,IFZA,
"Typewriters, Photocopiers & Spare Parts Trading",103086.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,IFZA,
Typing & Photocopying Services,103087.0,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,IFZA,
Tyres & AccessoriesTrading,103092.0,45,453,4530,Sale of motor vehicle parts and accessories,,IFZA,
Uniforms Trading,103099.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,IFZA,
Unique & Special Goods Trading,103100.0,46,464,4649,Wholesale of other household goods,,IFZA,
Unmanned Aerial Vehicle (Drone) Service,103064.0,52,522,5229,Other transportation support activities,,IFZA,
Unmanned Aerial Vehicles (Drone) Trading,103065.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Upholstery Requisites & Materials Trading,103066.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Used Auto Spare Parts & Requisites Trading,103070.0,45,453,4530,Sale of motor vehicle parts and accessories,,IFZA,
Used Automobile Trading for Export,103072.0,45,451,4510,Sale of motor vehicles,,IFZA,
Used Building Machinery & Equipment Trading,103073.0,47,477,4774,Retail sale of second-hand goods,,IFZA,
Used Cloth & Personal Items Trading,103076.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,IFZA,
Used Cooking Oils Trading,103077.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Used Electrical & Electronic Appliances Trading,103078.0,47,477,4774,Retail sale of second-hand goods,,IFZA,
Used Furniture Trading,103079.0,47,477,4774,Retail sale of second-hand goods,,IFZA,
Used Heavy Equipment & Machinery Trading,103080.0,47,477,4774,Retail sale of second-hand goods,,IFZA,
Used Jewellery Trading,103084.0,47,477,4774,Retail sale of second-hand goods,,IFZA,
Used Luxury Automobiles Trading,103085.0,45,451,4510,Sale of motor vehicles,,IFZA,
Used Medical & Surgical Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Used Trucks Trading,,45,451,4510,Sale of motor vehicles,,IFZA,
Used Vehicles Trading (Outside UAE),,45,451,4510,Sale of motor vehicles,,IFZA,
Using Electronic Media Smart Applications or any other Means of Renting Vehicles,,77,771,7710,Renting and leasing of motor vehicles,,IFZA,
VA Proprietary Trading,,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Vegetables & Fruit Trading,103057.0,46,463,4630,"Wholesale of food, beverages and tobacco",,IFZA,
Vehicles Numbers Trading,103059.0,46,469,4690,Non-specialized wholesale trade,,IFZA,
Vehicles Tracking Systems Services,103054.0,80,802,8020,Security systems service activities,,IFZA,
Ventilators & Fans Trade,103052.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Vertical & Horizontal Transportation Systems Consultant,103051.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,IFZA,
Vessel Classification Services,103044.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,IFZA,
Vessels Inspection,103045.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,IFZA,
Veterinary Consultant,103047.0,75,750,7500,Veterinary activities,,IFZA,
Veterinary Equipment & Instruments Trading,103042.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Video Games Consoles Trading,103041.0,46,464,4649,Wholesale of other household goods,,IFZA,
Virtual Assets Advisory Services,,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Virtual Assets Broker & Dealer Services,,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Virtual Assets Custody Services,,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Virtual Assets Exchange Services,,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Virtual Assets Lending Borrowing Services,,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Virtual Assets Management Investment Services,,66,661,6619,Other activities auxiliary to financial service activities,,IFZA,
Virtual Reality & Augmented Reality Provision & Development Services,,59,591,5912,"Motion picture, video and television programme post-production activities",,IFZA,
Visual Arts Festivals,,90,900,9000,"Creative, arts and entertainment activities",,IFZA,
Visual Recorded Media Trading,103037.0,47,476,4762,Retail sale of music and video recordings in specialized stores,,IFZA,
Wall Paper Trading,103035.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Waste management & Recycling Consultancy,103032.0,70,702,7020,Management consultancy activities,,IFZA,
Waste Paper Trading,103022.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Waste Plastic Trading,103023.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Waste Plastic Trading Abroad,103023.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Watches & Clocks & Spare Parts Trading,103024.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,IFZA,
Watches & Clocks Repair,,95,952,9529,Repair of other personal and household goods,,IFZA,
Water Cooling & Heating Equipment Trading,103025.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
Water Desalination Equipment Trading,103026.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Water Heaters Trading,103027.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Water Treatment & Purification Chemicals Trading,103028.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,IFZA,
Water Treatment & Purification Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
"Water, Sewage & Irrigation Engineering Services Abroad",103031.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,IFZA,
Wax Candles Trading,103008.0,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,IFZA,
Web-Design,103013.0,62,620,6201,Computer programming activities,,IFZA,
Weighing & Measuring Services,103020.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,IFZA,
Well Drilling & Oil & Natural Gas Development Abroad,103387.0,9,91,910,Support activities for petroleum and natural gas extraction,,IFZA,
Well Drilling Equipment Trading,103021.0,47,477,4773,Other retail sale of new goods in specialized stores,,IFZA,
Wired & Wireless Communication Systems Installation,103006.0,43,432,4321,Electrical installation,,IFZA,
Wired Telecommunications Services,103005.0,61,611,6110,Wired telecommunications activities,,IFZA,
Wireless Telecommunications Equipment Trading,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,IFZA,
Wires & Cables Trading,103003.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Women Underwears Trading,103002.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,IFZA,
Wooden Products Trade,103001.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,IFZA,
"Workshop Equipment, Machinery & Spare Parts Trading",102999.0,46,465,4659,Wholesale of other machinery and equipment,,IFZA,
Workshop Hardware & Tools Trading,102998.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,IFZA,
Yacht Cleaning Services,102997.0,81,812,8129,Other building and industrial cleaning activities,,IFZA,
