activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Production of cartoons,,59,591,5911,"Motion picture, video and television programme production activities",,SHAMS,
"Production of live theatrical presentations, concerts and opera or dance productions
 and other stage productions:
 • Activities of groups, circuses or companies, orchestras or bands
 • Activities of individual artists such as authors, actors, directors, musicians, lecturers or speakers, stage-set designers and builders etc.",102133.0,90,900,9000,"Creative, arts and entertainment activities",,SHAMS,
"Production of motion pictures, videos, television programmes or television commercials",,59,591,5911,"Motion picture, video and television programme production activities",,SHAMS,
"Production of original (sound) master recordings, such as tapes, CDs",,59,592,5920,Sound recording and music publishing activities,,SHAMS,
Production of proofs,103595.0,18,181,1812,Service activities related to printing,,SHAMS,
Production of reprographic products,103596.0,18,181,1812,Service activities related to printing,,SHAMS,
Professional examination review courses,,85,854,8549,Other education n.e.c.,,SHAMS,
"Professional sports instructors, teachers, coaches",,85,854,8541,Sports and recreation education,,SHAMS,
Programming of video-on-demand channels,,60,602,6020,Television programming and broadcasting activities,,SHAMS,
Project Management and Information Technology Consultancy and Service Providers,102901.0,70,702,7020,Management consultancy activities,,SHAMS,
Project management services,102903.0,82,821,8211,Combined office administrative service activities,,SHAMS,
"Providing verbatim reporting and stenotype recording of live legal proceedings and transcribing subsequent recorded materials, such as:
 • Court reporting or stenotype recording services
 • Public stenography services",,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SHAMS,
"Provision of a combination of day-to-day office administrative services, such as reception, financial planning, billing and record keeping, personnel and physical distribution (mail services) and logistics for others on a contract or fee basis.",102907.0,82,821,8211,Combined office administrative service activities,,SHAMS,
"Provision of a combination of support services within a client’s facility, such as general interior cleaning, maintenance, trash disposal, guard and security, mail routing, reception, laundry and related services to support operations within facilities. units classified here provide operating staff to carry out these support activities, but are not involved with or responsible for the core business or activities of the client.",,81,811,8110,Combined facilities support activities,,SHAMS,
Provision of data entry services,,63,631,6311,"Data processing, hosting and related activities",,SHAMS,
Provision of human resources for client businesses this provision of human resources is typically done on a long-term or permanent basis and the units classified here may perform a wide range of human resource and personnel management duties associated with this provision.,,78,783,7830,Other human resources provision,,SHAMS,
"Provision of infrastructure for hosting, data processing services and related activities",,63,639,6391,"Data processing, hosting and related activities",,SHAMS,
"Provision of insurance services other than life insurance:
 • Accident and fire insurance
 • Health insurance
 • Travel insurance
 • Property insurance
 • Motor, marine, aviation and transport insurance
 • Pecuniary loss and liability insurance",,65,651,6512,Non-life insurance,,SHAMS,
Provision of internet access by the operator of the satellite infrastructure,,61,613,6130,Satellite telecommunications activities,,SHAMS,
Provision of internet access by the operator of the wired infrastructure,,61,611,6110,Wired telecommunications activities,,SHAMS,
Provision of internet access by the operator of the wireless infrastructure,,61,612,6120,Wireless telecommunications activities,,SHAMS,
Provision of mailbox rental and other mailing activities (except direct mail advertising),,82,821,8219,"Photocopying, document preparation and other specialized office support activities",,SHAMS,
"Provision of non-instructional services that support educational processes or systems:
 • Educational consulting
 • Educational guidance counseling services
 • Educational testing evaluation services
 • Educational testing services
 • Organization of student exchange programs",,85,855,8550,Educational support activities,,SHAMS,
"Provision of on-site management and operation of clients’ computer systems and/or data processing facilities, as well as related support services",,62,620,6202,Computer consultancy and computer facilities management activities,,SHAMS,
"Provision of other travel-related reservation services:
 • Reservations for transportation, hotels, restaurants, car rentals, entertainment and sport etc.",,79,799,7990,Other reservation service and related activities,,SHAMS,
"Provision of telecommunications services over existing telecom connections:
 • Voip (voice over internet protocol) provision",,61,619,6190,Other telecommunications activities,,SHAMS,
Provision of telephone and internet access in facilities open to the public,,61,619,6190,Other telecommunications activities,,SHAMS,
Provision of time-share exchange services,,79,799,7990,Other reservation service and related activities,,SHAMS,
"Provision of visitor assistance services:
 • Provision of travel information to visitors
 • Activities of tourist guides",,79,799,7990,Other reservation service and related activities,,SHAMS,
Public relation services,102910.0,70,702,7020,Management consultancy activities,,SHAMS,
Public relations consultancy,102910.0,70,702,7020,Management consultancy activities,,SHAMS,
Public speaking training,,85,854,8549,Other education n.e.c.,,SHAMS,
Publications and media Materials E-Trading,102913.0,47,471,4711,Retail sale via mail order houses or via Internet,,SHAMS,
Publications of brochures & leaflets,102915.0,58,581,5811,Book publishing,,SHAMS,
Publicity,102916.0,73,731,7310,Advertising,,SHAMS,
"Publishing (including on-line) of:
 • Catalogs
 • Photos, engravings and postcards
 • Greeting cards
 • Forms
 • Posters, reproduction of works of art
 • Advertising material
 • Other printed matter",102917.0,58,581,5819,Other publishing activities,,SHAMS,
Publishing and Advertising,102918.0,73,731,7310,Advertising,,SHAMS,
"Publishing of atlases, maps and charts",102921.0,58,581,5811,Book publishing,,SHAMS,
Publishing of audio books,102920.0,58,581,5811,Book publishing,,SHAMS,
"Publishing of books, brochures, leaflets and similar publications, including publishing of dictionaries and encyclopedias",102922.0,58,581,5811,Book publishing,,SHAMS,
"Publishing of books, periodicals and other publishing activities",102922.0,58,581,5811,Book publishing,,SHAMS,
Publishing of directories and mailing lists,102923.0,58,581,5812,Publishing of directories and mailing lists,,SHAMS,
Publishing of encyclopedias etc. on CD-ROM,102924.0,58,581,5811,Book publishing,,SHAMS,
Publishing of mailing lists,102925.0,58,581,5812,Publishing of directories and mailing lists,,SHAMS,
Publishing of music and sheet books,102926.0,59,592,5920,Sound recording and music publishing activities,,SHAMS,
"Publishing of newspapers, including advertising newspapers",102927.0,58,581,5813,"Publishing of newspapers, journals and periodicals",,SHAMS,
"Publishing of newspapers, journals and periodicals",102927.0,58,581,5813,"Publishing of newspapers, journals and periodicals",,SHAMS,
"Publishing of other directories and compilations, such as case law, pharmaceutical compendia etc.",,58,581,5812,Publishing of directories and mailing lists,,SHAMS,
"Publishing of periodicals and other journals, including publishing of radio and television schedules publishing can be done in print or electronic form, including on the internet.",,58,581,5813,"Publishing of newspapers, journals and periodicals",,SHAMS,
"Publishing of ready-made (non-customized) software:
 • Operating systems
 • Business and other applications
 • Computer games for all platforms",,58,582,5820,Software publishing,,SHAMS,
Publishing of telephone books,,58,581,5812,Publishing of directories and mailing lists,,SHAMS,
"Publishing, Advertising and Training",,58,581,5811,Other publishing activities,,SHAMS,
"Publishing, Consultancy and Authoring Services",,58,581,5811,Other publishing activities,,SHAMS,
"Publishing, Consultancy, Event Organizing",,90,900,9000,"Creative, arts and entertainment activities",,SHAMS,
"Publishing, Event Organizing and Translating Services",,58,581,5811,Other publishing activities,,SHAMS,
Purchasing access and network capacity from owners and operators of networks and providing telecommunications services using this capacity to businesses and households,102929.0,61,611,6110,Wired telecommunications activities,,SHAMS,
Purchasing access and network capacity from owners and operators of networks and providing wireless telecommunications services (except satellite) using this capacity to businesses and households,102930.0,61,611,6110,Wired telecommunications activities,,SHAMS,
"Quality, standardization and measuring consultancy",102936.0,70,702,7020,Management consultancy activities,,SHAMS,
Radio & tv broadcast consultancy,,59,591,5911,"Motion picture, video and television programme production activities",,SHAMS,
Radio broadcasting,102940.0,60,601,6010,Radio broadcasting,,SHAMS,
Radio broadcasting activities over the internet (internet radio stations),102940.0,60,601,6010,Radio broadcasting,,SHAMS,
Radio Programs and Audio Recordings Production,,59,592,5920,Sound recording and music publishing activities,,SHAMS,
"Radio, Television and Journalism Training",,85,854,8549,Other education n.e.c.,,SHAMS,
Real estate consultancy,102955.0,68,682,6820,Real estate activities on a fee or contract basis,,SHAMS,
Real Estate Development,102957.0,64,649,6499,"Other financial service activities, except insurance and pension funding activities, n.e.c.",,SHAMS,
"Real-time (i.e. simultaneous) closed captioning of live television performances of meetings, conferences",102972.0,82,829,8299,Other business support service activities n.e.c.,,SHAMS,
"Receiving royalties or licensing fees for the use of:
 • Patented entities
 • Trademarks or service marks
 • Brand names
 • Mineral exploration and evaluation
 • Franchise agreements""",102974.0,77,774,7740,"Leasing of intellectual property and similar products, except copyrighted works",,SHAMS,
Recording of commercial transactions from businesses or others,,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,SHAMS,
Reinsurance,102987.0,65,652,6520,Reinsurance,,SHAMS,
Renting and leasing of motor vehicles,,77,771,7710,Renting and leasing of motor vehicles,,SHAMS,
"Renting and leasing of other machinery, equipment and tangible goods",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
Renting and leasing of other personal and household goods,,77,772,7729,Renting and leasing of other personal and household goods,,SHAMS,
Renting and leasing of personal and household goods,,77,772,7720,Renting and leasing of personal and household goods,,SHAMS,
Renting and leasing of recreational and sports goods,,77,772,7721,Renting and leasing of recreational and sports goods,,SHAMS,
"Renting and operational leasing of agricultural and forestry machinery and equipment without operator:
 • Renting of products produced by class 2821, such as agricultural tractors etc.",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
"Renting and operational leasing of air transport equipment without operator:
 • Airplanes
 • Hot-air balloons",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
"Renting and operational leasing of construction and civil-engineering machinery and equipment without operator:
 • Crane lorries
 • Scaffolds and work platforms, without erection and dismantling",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
"Renting and operational leasing of land-transport equipment (other than motor vehicles) without drivers:
 • Motorcycles, caravans and campers etc.
 • Railroad vehicles",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
"Renting and operational leasing of office machinery and equipment without operator:
 • Computers and computer peripheral equipment
 • Duplicating machines, typewriters and word-processing machines
 • Accounting machinery and equipment: cash registers, electronic calculators etc.
 • Office furniture",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
"Renting and operational leasing of the following types of vehicles:
 • Passenger cars (without drivers)
 • Trucks, utility trailers and recreational vehicles",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
"Renting and operational leasing of water-transport equipment without operator:
 • Commercial boats and ships",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
"Renting and operational leasing, without operator, of other machinery and equipment that are generally used as capital goods by industries:
 • Engines and turbines
 • Machine tools
 • Mining and oilfield equipment
 • Professional radio, television and communication equipment
 • Motion picture production equipment
 • Measuring and controlling equipment
 • Other scientific, commercial and industrial machinery",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
Renting instant photography equipment,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
Renting of accommodation or office containers,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
"Renting of all kinds of household or personal goods, to households or industries (except recreational and sports equipment):
 • Textiles, wearing apparel and footwear
 • Furniture, pottery and glass, kitchen and tableware, electrical appliances and house wares
 • Jewellery, musical instruments, scenery and costumes
 • Books, journals and magazines
 • Machinery and equipment used by amateurs or as a hobby e.g. tools for home repairs
 • Flowers and plants
 • Electronic equipment for household use",,77,772,7729,Renting and leasing of other personal and household goods,,SHAMS,
"Renting of animals (e.g. herds, race horses)",,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
Renting of containers,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
Renting of pallets,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
"Renting of recreational and sports equipment:
 • Pleasure boats, canoes, sailboats,
 • Bicycles
 • Beach chairs and umbrellas
 • Other sports equipment
 • Skis",,77,772,7721,Renting and leasing of recreational and sports goods,,SHAMS,
Renting of video tapes and disks,,77,772,7722,Renting of video tapes and disks,,SHAMS,
"Renting of video tapes, records, CDs, DVDs etc.",,77,772,7722,Renting of video tapes and disks,,SHAMS,
Renting Photo booths,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SHAMS,
Repair and alteration of clothing,,95,952,9529,Repair of other personal and household goods,,SHAMS,
Repair and alteration of jewellery,,95,952,9529,Repair of other personal and household goods,,SHAMS,
"Repair and maintenance of communications equipment such as:
 • Cordless telephones
 • Cellular phones
 • Carrier equipment modems
 • Fax machines
 • Communications transmission equipment (e.g. routers, bridges, modems)
 • Two-way radios
 • Commercial tv and video cameras",,95,951,9512,Repair of communication equipment,,SHAMS,
"Repair and maintenance of consumer electronics:
 • Television, radio receivers
 • Video cassette recorders (VCR)
 • CD players
 • Household-type video cameras",,95,952,9521,Repair of consumer electronics,,SHAMS,
"Repair and maintenance of footwear:
 • Shoes, boots etc.",,95,952,9523,Repair of footwear and leather goods,,SHAMS,
"Repair and maintenance of irradiation, electromedical and electrotherapeutic equipment such as:
  • Magnetic resonance imaging equipment
  • Medical ultrasound equipment
  • Pacemakers
  • Hearing aids
  • Electrocardiographs
  • Electromedical endoscopic equipment
  • Irradiation apparatus",,33,331,3313,Repair of electronic and optical equipment,,SHAMS,
"Repair and maintenance of leather goods:
 • Luggage and the like",,95,952,9523,Repair of footwear and leather goods,,SHAMS,
"Repair and maintenance of optical instruments and equipment, if the use is mainly commercial, such as:
  • Binoculars
  • Microscopes (except electron and proton microscopes)
  • Telescopes
  • Prisms and lenses (except ophthalmic)
  • Photographic equipment",,33,331,3313,Repair of electronic and optical equipment,,SHAMS,
"Repair and maintenance of the measuring, testing, navigating and control equipment such as:
  • Aircraft engine instruments
  • Automotive emissions testing equipment
  • Meteorological instruments
  • Physical, electrical and chemical properties testing and inspection equipment
  • Surveying instruments
  • Radiation detection and monitoring instruments",,33,331,3313,Repair of electronic and optical equipment,,SHAMS,
"Repair and maintenance of:
 • Computer terminals like automatic teller machines (atm’s); point-of-sale (pos) terminals, not mechanically operated
 • Hand-held computers (pda’s)",,95,951,9511,Repair of computers and peripheral equipment,,SHAMS,
"Repair and maintenance of:
 • Desktop computers
 • Laptop computers
 • Magnetic disk drives, flash drives and other storage devices
 • Optical disk drives (CD-RW, CD-ROM, DVD-ROM, DVD-RW)
 • Printers
 • Monitors
 • Keyboards
 • Mice, joysticks and trackball accessories
 • Internal and external computer modems
 • Dedicated computer terminals
 • Computer servers
 • Scanners, including bar code scanners
 • Smart card readers
 • Virtual reality helmets
 • Computer projectors",,95,951,9511,Repair of computers and peripheral equipment,,SHAMS,
"Repair and servicing of home and garden equipment
 • Lawnmowers, edgers, snowand leafblowers, trimmers, etc.",,95,952,9522,Repair of household appliances and home and garden equipment,,SHAMS,
"Repair and servicing of household appliances
 • Refrigerators, stoves, washing machines, clothes dryers, room air conditioners, etc.",,95,952,9522,Repair of household appliances and home and garden equipment,,SHAMS,
Repair of bicycles,100406.0,95,952,9529,Repair of other personal and household goods,,SHAMS,
Repair of books,,95,952,9529,Repair of other personal and household goods,,SHAMS,
Repair of communication equipment,,95,951,9512,Repair of communication equipment,,SHAMS,
Repair of computers and communication equipment,,95,951,9510,Repair of computers and communication equipment,,SHAMS,
Repair of computers and peripheral equipment,,95,951,9511,Repair of computers and peripheral equipment,,SHAMS,
Repair of consumer electronics,,95,952,9521,Repair of consumer electronics,,SHAMS,
Repair of electronic and optical equipment,,33,331,3313,Repair of electronic and optical equipment,,SHAMS,
"Repair of fabricated metal products, machinery and equipment",,33,331,3311,Repair of fabricated metal products,,SHAMS,
Repair of footwear and leather goods,,95,952,9523,Repair of footwear and leather goods,,SHAMS,
Repair of furniture and home furnishings,,95,952,9524,Repair of furniture and home furnishings,,SHAMS,
Repair of household appliances and home and garden equipment,,95,952,9522,Repair of household appliances and home and garden equipment,,SHAMS,
Repair of musical instruments,,95,952,9529,Repair of other personal and household goods,,SHAMS,
Repair of other personal and household goods,,95,952,9529,Repair of other personal and household goods,,SHAMS,
Repair of other personal and household goods,,95,952,9529,Repair of other personal and household goods,,SHAMS,
Repair of personal and household goods,,95,952,9520,Repair of personal and household goods,,SHAMS,
Repair of sporting goods (except sporting guns),,95,952,9529,Repair of other personal and household goods,,SHAMS,
Repair of toys and similar articles,,95,952,9529,Repair of other personal and household goods,,SHAMS,
"Repair of watches, clocks and their parts such as watchcases and housings of all materials; movements, chronometers, etc.",,95,952,9529,Repair of other personal and household goods,,SHAMS,
Repossession services,,82,829,8299,Other business support service activities n.e.c.,,SHAMS,
"Reproduction from master copies of gramophone records, compact discs and tapes with music or other sound recordings",103600.0,18,182,1820,Reproduction of recorded media,,SHAMS,
"Reproduction from master copies of records, compact discs and tapes with motion pictures and other video recordings",103601.0,18,182,1820,Reproduction of recorded media,,SHAMS,
Reproduction from master copies of software and data on discs and tapes,103602.0,18,182,1820,Reproduction of recorded media,,SHAMS,
Reproduction of recorded media,103603.0,18,182,1820,Reproduction of recorded media,,SHAMS,
Reproduction Software and Data on Discs and Tapes,103590.0,18,181,1811,Printing,,SHAMS,
Research and development on humanities,,72,722,7220,Research and experimental development on social sciences and humanities,,SHAMS,
Research and development on social sciences,,72,722,7220,Research and experimental development on social sciences and humanities,,SHAMS,
Research and experimental development on natural sciences and engineering,,72,721,7210,Research and experimental development on natural sciences and engineering,,SHAMS,
Research and experimental development on social sciences and humanities,,72,722,7220,Research and experimental development on social sciences and humanities,,SHAMS,
Restaurants,,56,561,5610,Restaurants and mobile food service activities,,SHAMS,
Restaurants and mobile food service activities,,56,561,5610,Restaurants and mobile food service activities,,SHAMS,
Retail sale by (non-store) commission agents,,47,479,4799,"Other retail sale not in stores, stalls or markets",,SHAMS,
Retail sale in non-specialized stores,,47,471,4710,Retail sale in non-specialized stores,,SHAMS,
Retail sale in non-specialized stores with food or beverages predominating,,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,SHAMS,
"Retail sale of a large variety of goods of which, however, food products and beverages should be predominant, such as:
 • Retail sale activities of department stores carrying a general line of goods, including wearing apparel, furniture, appliances, hardware, cosmetics, jewellery, toys, sports goods etc.",,47,471,4719,Other retail sale in non-specialized stores,,SHAMS,
"Retail sale of a large variety of goods of which, however, food products and beverages should be predominant, such as:
 • Retail sale activities of general stores that have, apart from their main sales of food products and beverages, several other types of goods such as wearing apparel, furniture, appliances, hardware, cosmetics etc.",,47,471,4719,Other retail sale in non-specialized stores,,SHAMS,
Retail sale of antiques,,47,477,4774,Retail sale of second-hand goods,,SHAMS,
Retail sale of any kind of product by mail order,,47,479,4791,Retail sale via mail order houses or via Internet,,SHAMS,
Retail sale of any kind of product over the internet,,47,479,4791,Retail sale via mail order houses or via Internet,,SHAMS,
"Retail sale of any kind of product:
 • By direct sales or door-to-door sales persons
 • Through vending machines etc.",,47,479,4799,"Other retail sale not in stores, stalls or markets",,SHAMS,
"Retail sale of any the following types of goods:
 • Fresh or preserved fruit and vegetables
 • Dairy products and eggs
 • Meat and meat products (including poultry)
 • Fish, other seafood and products thereof
 • Bakery products
 • Sugar confectionery
 • Other food products",,47,472,4721,Retail sale of food in specialized stores,,SHAMS,
Retail sale of articles for lighting,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,
Retail sale of articles of clothing,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SHAMS,
Retail sale of articles of fur,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SHAMS,
Retail sale of audio and video equipment in specialized stores,,47,474,4742,Retail sale of audio and video equipment in specialized stores,,SHAMS,
"Retail sale of basic materials for rug, tapestry or embroidery making",,47,475,4751,Retail sale of textiles in specialized stores,,SHAMS,
"Retail sale of beverages (not for consumption on the premises):
 • Non-alcoholic beverages",,47,472,4722,Retail sale of beverages in specialized stores,,SHAMS,
Retail sale of beverages in specialized stores,,47,472,4722,Retail sale of beverages in specialized stores,,SHAMS,
Retail sale of blank tapes and discs,,47,476,4762,Retail sale of music and video recordings in specialized stores,,SHAMS,
Retail sale of books of all kinds,,47,476,4761,"Retail sale of books, newspapers and stationary in specialized stores",,SHAMS,
"Retail sale of books, newspapers and stationary in specialized stores",,47,476,4761,"Retail sale of books, newspapers and stationary in specialized stores",,SHAMS,
Retail sale of carpets and rugs,,47,475,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",,SHAMS,
"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",,47,475,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",,SHAMS,
Retail sale of CD and DVD players and recorders,,47,474,4742,Retail sale of audio and video equipment in specialized stores,,SHAMS,
Retail sale of cleaning materials,,47,477,4773,Other retail sale of new goods in specialized stores,,SHAMS,
"Retail sale of clothing accessories such as gloves, ties, braces etc.",,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SHAMS,
"Retail sale of clothing, footwear and leather articles in specialized stores",,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SHAMS,
Retail sale of computer peripheral equipment,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SHAMS,
Retail sale of computers,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SHAMS,
"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SHAMS,
Retail sale of cultural and recreation goods in specialized stores,,47,476,4761,"Retail sale of books, newspapers and stationary in specialized stores",,SHAMS,
Retail sale of curtains and net curtains,,47,475,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialized stores",,SHAMS,
Retail sale of do-it-yourself material and equipment,,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SHAMS,
"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,
Retail sale of fabrics,,47,475,4751,Retail sale of textiles in specialized stores,,SHAMS,
Retail sale of flat glass,,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SHAMS,
"Retail sale of flowers, plants, seeds, fertilizers and pet food",,47,477,4773,Other retail sale of new goods in specialized stores,,SHAMS,
Retail sale of food and beverages in specialized stores,,47,472,4720,"Retail sale of food, beverages and tobacco in specialized stores",,SHAMS,
Retail sale of food and beverages via stalls or markets,,47,478,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",,SHAMS,
Retail sale of food in specialized stores,,47,472,4721,Retail sale of food in specialized stores,,SHAMS,
Retail sale of footwear,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SHAMS,
Retail sale of games and toys in specialized stores,,47,476,4764,Retail sale of games and toys in specialized stores,,SHAMS,
"Retail sale of games and toys, made of all materials",,47,476,4764,Retail sale of games and toys in specialized stores,,SHAMS,
"Retail sale of haberdashery: needles, sewing thread etc.",,47,475,4751,Retail sale of textiles in specialized stores,,SHAMS,
Retail sale of hardware,,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SHAMS,
"Retail sale of hardware, paints and glass in specialized stores",,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SHAMS,
Retail sale of household appliances,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,
Retail sale of household articles and equipment n.e.c.,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,
Retail sale of household furniture,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,
"Retail sale of household utensils and cutlery, crockery, glassware, china and pottery",,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,
Retail sale of information and communications equipment in specialized stores,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SHAMS,
Retail sale of knitting yarn,,47,475,4751,Retail sale of textiles in specialized stores,,SHAMS,
"Retail sale of lawnmowers, however operated",,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SHAMS,
Retail sale of leather goods,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SHAMS,
Retail sale of medical and orthopedic goods,,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SHAMS,
Retail sale of music and video recordings in specialized stores,,47,476,4762,Retail sale of music and video recordings in specialized stores,,SHAMS,
Retail sale of musical instruments and scores,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,
"Retail sale of musical records, audio tapes, compact discs and cassettes",,47,476,4762,Retail sale of music and video recordings in specialized stores,,SHAMS,
Retail sale of newspapers and stationery,,47,476,4761,"Retail sale of books, newspapers and stationary in specialized stores",,SHAMS,
"Retail sale of non-customized software, including video games",,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SHAMS,
Retail sale of non-food products n.e.c.,,47,477,4773,Other retail sale of new goods in specialized stores,,SHAMS,
"Retail sale of office supplies such as pens, pencils, paper etc.",,47,476,4761,"Retail sale of books, newspapers and stationary in specialized stores",,SHAMS,
"Retail sale of other building material such as bricks, wood, sanitary equipment",,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SHAMS,
Retail sale of other goods in specialized stores,,47,477,4770,Retail sale of other goods in specialized stores,,SHAMS,
"Retail sale of other goods via stalls or markets, such as:
 • Carpets and rugs
 • Books
 • Games and toys
 • Household appliances and consumer electronics
 • Music and video recordings",,47,478,4789,Retail sale via stalls and markets of other goods,,SHAMS,
Retail sale of other household equipment in specialized stores,,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,
Retail sale of other second-hand goods,,47,477,4774,Retail sale of second-hand goods,,SHAMS,
"Retail sale of paints, varnishes and lacquers",,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SHAMS,
Retail sale of perfumery and cosmetic articles,,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SHAMS,
"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SHAMS,
Retail sale of pharmaceuticals,,47,477,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores",,SHAMS,
"Retail sale of photographic, optical and precision equipment",,47,477,4773,Other retail sale of new goods in specialized stores,,SHAMS,
Retail sale of radio and television equipment,,47,474,4742,Retail sale of audio and video equipment in specialized stores,,SHAMS,
Retail sale of saunas,,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SHAMS,
Retail sale of second-hand books,,47,477,4774,Retail sale of second-hand goods,,SHAMS,
Retail sale of second-hand goods,,47,477,4774,Retail sale of second-hand goods,,SHAMS,
"Retail sale of security systems, such as locking devices, safes, and vaults, without installation or maintenance services",,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SHAMS,
Retail sale of souvenirs and craftwork,,47,477,4773,Other retail sale of new goods in specialized stores,,SHAMS,
Retail sale of sporting equipment in specialized stores,,47,476,4763,Retail sale of sporting equipment in specialized stores,,SHAMS,
"Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",,47,476,4763,Retail sale of sporting equipment in specialized stores,,SHAMS,
Retail sale of stamps and coins,,47,477,4773,Other retail sale of new goods in specialized stores,,SHAMS,
Retail sale of stereo equipment,,47,474,4742,Retail sale of audio and video equipment in specialized stores,,SHAMS,
Retail sale of telecommunication equipment,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SHAMS,
Retail sale of textiles,,47,475,4751,Retail sale of textiles in specialized stores,,SHAMS,
Retail sale of textiles in specialized stores,,47,475,4751,Retail sale of textiles in specialized stores,,SHAMS,
"Retail sale of textiles, clothing and footwear via stalls or markets",,47,478,4782,"Retail sale via stalls and markets of textiles, clothing and footwear",,SHAMS,
Retail sale of travel accessories of leather and leather substitutes,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SHAMS,
Retail sale of umbrellas,103201.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SHAMS,
