activity name,activity code,division,group,class,isic description,activity description,jurisdiction,status
Self-Adhesive Material Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Self-Adhesive Tapes Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Self-owned Property Management Services,,68,682,6820,Real estate activities on a fee or contract basis,,SRTIP,
Selling Electrical Generators and Outfits,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Selling Electrical Transformers and Generators Spare Parts,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Selling Electrical Transformers and Outfits,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
"Selling Electricity Generation,Transmission and Distribution Equipment",,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Selling Electronic And Normal Strongboxes Safe,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Selling Lifting and Loading Equipments and Machinery,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Selling Second-Hand Books,,47,476,4761,"Retail sale of books, newspapers and stationary in specialized stores",,SRTIP,
Selling Video Games ,,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SRTIP,
Services Broker,,46,461,4610,Wholesale on a fee or contract basis,,SRTIP,
Sewing and Embroidery Requisites Trading,,47,475,4751,Retail sale of textiles in specialized stores,,SRTIP,
Sewing Machines and Spare Parts Trading,103297.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Ship Charter Services,,77,773,7730,"Renting and leasing of other machinery, equipment and tangible goods",,SRTIP,
Ship Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Ship Renting Intermediate,,52,522,5222,Service activities incidental to water transportation,,SRTIP,
"Ship, Boats Spare Parts and Components Trading",103296.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Ships and Boats Trading,100436.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Ships Management and Operation,,52,522,5222,Service activities incidental to water transportation,,SRTIP,
Shoe Trading,103295.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Shoes and Leather Products Wiping and Cleaning,,95,952,9523,Repair of footwear and leather goods,,SRTIP,
Shop Fittings Trading,103294.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Simultaneous Translation Services,,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SRTIP,
Sites Landscaping and Coordinating Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Slippers and Sandals Trading,,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Smelters and Furnaces Refractory Materials Trading,,46,469,4690,Non-specialized wholesale trade,,SRTIP,
Soap and Hair Care Products Trading,103262.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Social and Behavioral Science Training Services,,85,854,8549,Other education n.e.c.,,SRTIP,
Social Event Management Services ,,88,889,8890,Other social work activities without accommodation,,SRTIP,
Social Media Marketing,,73,731,7310,Advertising,,SRTIP,
Soft Drinks and Carbonated Water Trading,103257.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Software House and communication Devices,103256.0,62,620,6201,Computer programming activities,,SRTIP,
Software Trading,103254.0,46,465,4651,"Wholesale of computers, computer peripheral equipment and software",,SRTIP,
Solar Energy Systems and Components Trading,103251.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Sourcing and Procurement Consultancy,103244.0,70,702,7020,Management consultancy activities,,SRTIP,
Spa and Fitness Clubs Consultancy,103245.0,70,702,7020,Management consultancy activities,,SRTIP,
Specialized Photographic Equipment and Processing Materials Trading,103239.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Specialized Synthetic Material Trading,103238.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Specialty Marketing or Communications,103229.0,73,731,7310,Advertising,,SRTIP,
Specialty Marketing or Communications Services,103229.0,73,731,7310,Advertising,,SRTIP,
Spectacles and Contact Lenses Trading,103231.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Spice and Pepper Trading,103235.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Spinning and Weaving Equipment and Spare Parts Trading,103217.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Sponge Mattresses Trading,103218.0,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
"Sport Enterprises Investment, Institution and Management",101987.0,66,663,6630,Fund management activities,,SRTIP,
Sport Equipment and Articles Trading,103220.0,47,476,4763,Retail sale of sporting equipment in specialized stores,,SRTIP,
Sport Research and Consultancy ,103216.0,70,702,7020,Management consultancy activities,,SRTIP,
Sports Consultancy and Studies,103216.0,70,702,7020,Management consultancy activities,,SRTIP,
Sports Events Marketing,103213.0,73,731,7310,Advertising,,SRTIP,
Sports Fields and Halls Equipment Trading,103211.0,47,476,4763,Retail sale of sporting equipment in specialized stores,,SRTIP,
Sports Management and Promotion Services,,93,931,9319,Other sports activities,,SRTIP,
Sports Services ,103209.0,93,931,9319,Other sports activities,,SRTIP,
Sports Services and Contracting,,93,931,9319,Other sports activities,,SRTIP,
Sports Wear Trading,103208.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Stationery Trading,100447.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Statistical Analysis Services,,73,732,7320,Market research and public opinion polling,,SRTIP,
Statistical Services Consultancy,103205.0,73,732,7320,Market research and public opinion polling,,SRTIP,
Steel and Basic Steel Products Trading,103204.0,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Sticks and Umbrellas Trading,103097.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,SRTIP,
Stimulation Equipment and Systems Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Storing in Public Storehouses,,52,521,5210,Warehousing and storage,,SRTIP,
Structural Quantity Surveying Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Structural Wire Rope Systems Trading,103200.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Sugar Trading,100825.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Suitcases and Travel Requisites Trading,103196.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
Sunglasses Trading,103195.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Supermarket,103194.0,47,471,4711,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",,SRTIP,
"Survey Planning, Air Photography and Information Management Systems Engineering Consultancy",,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Surveying and Evaluating Services,103286.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SRTIP,
Surveying Engineering Consultancy,100858.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Sweets and Candies Preparing Services,100684.0,56,563,5630,Beverage serving activities,,SRTIP,
Talent Management Services,103188.0,70,702,7020,Management consultancy activities,,SRTIP,
Talented Children Development Center,103189.0,85,851,8510,Pre-primary and primary education,,SRTIP,
Tanks and Silos Trading,103184.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Tanned Leathers Trading,103183.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Tar and Asphalt Trading,103180.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Tax Consultancy,103177.0,69,692,6920,"Accounting, bookkeeping and auditing activities; tax consultancy",,SRTIP,
Tea Trading,103268.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Technical and Occupational Skills Training,103170.0,85,854,8549,Other education n.e.c.,,SRTIP,
Technical and Professional Training,103039.0,85,852,8522,Technical and vocational secondary education,,SRTIP,
Technical Installations Consultancy,103171.0,70,702,7020,Management consultancy activities,,SRTIP,
Technological Aspects of Aircrafts Development Services,103173.0,52,522,5223,Service activities incidental to air transportation,,SRTIP,
Technological Development of delicate Internal Systems of Aircrafts,103273.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Telecommunications Equipment Trading,103166.0,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
Telephones and Telecommunications Equipment Trading,103161.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SRTIP,
"Tents, Awnings and Tarpaulins Trading",103158.0,47,475,4751,Retail sale of textiles in specialized stores,,SRTIP,
Textile Trading,103156.0,47,475,4751,Retail sale of textiles in specialized stores,,SRTIP,
Threads and Yarns Trading,103152.0,46,464,4641,"Wholesale of textiles, clothing and footwear",,SRTIP,
Tiles and Flooring Materials Trading,103150.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Timber Trading,103149.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Tourism and Recreation Concultancy,103144.0,70,702,7020,Management consultancy activities,,SRTIP,
Tourist Camp Services,,55,552,5520,"Camping grounds, recreational vehicle parks and trailer parks",,SRTIP,
"Tourist Enterprises Investment, Institution and Management",,66,663,6630,Fund management activities,,SRTIP,
Tourist Guiding Services ,103143.0,79,799,7990,Other reservation service and related activities,,SRTIP,
Toys and Games Trading,,47,476,4764,Retail sale of games and toys in specialized stores,,SRTIP,
Trade Energy Drinks,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Trade Marks Registration Agent,103142.0,69,691,6910,Legal activities,,SRTIP,
Trade Marks Registration Agents,103142.0,69,691,6910,Legal activities,,SRTIP,
Trading all kinds of ready-made curtains ,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SRTIP,
Trading in Chemicals and Related Products,,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Trading in Nuts,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Traffic and Means of Transportation Planning Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Traffic Signs and Requisites Trading,103139.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Trailers Trading,103140.0,45,451,4510,Sale of motor vehicles,,SRTIP,
Trainging on Flower Arrangment and Gift Wrapping,,85,854,8549,Other education n.e.c.,,SRTIP,
Training in The Behavioral and Social Science,,85,854,8549,Other education n.e.c.,,SRTIP,
Training on Marketing and Advertising,,85,854,8549,Other education n.e.c.,,SRTIP,
Training on The Development of Personal Competencies,,85,854,8549,Other education n.e.c.,,SRTIP,
Trains Spare Parts and Components Trading,103137.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
"Trains, Railways Construction and Fabrication Equipment Trading",,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Translation and Languages Services,103129.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SRTIP,
Translation Services,103128.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SRTIP,
Transport Services Training Services,103122.0,85,854,8549,Other education n.e.c.,,SRTIP,
Transportation Consultancy,103124.0,52,522,5229,Other transportation support activities,,SRTIP,
Transportation of Ships Waste Oils,103126.0,38,381,3812,Collection of hazardous waste,,SRTIP,
"Trees Seedlings, Ornamental Plants and Annual Flowers Trading",103118.0,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Trikke Scooters Trading,103117.0,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,SRTIP,
Tunnel Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Tunnels and Bridges Engineering Consultancy,,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Tutoring services,103102.0,85,854,8549,Other education n.e.c.,,SRTIP,
"Type Writers, Photocopiers and Spare Parts Trading",103115.0,47,474,4741,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores",,SRTIP,
Tyres andRims Trading,103093.0,45,453,4530,Sale of motor vehicle parts and accessories,,SRTIP,
Underwear Trading,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SRTIP,
Uniforms Trading,103099.0,47,477,4771,"Retail sale of clothing, footwear and leather articles in specialized stores",,SRTIP,
University Admission Services,103061.0,85,855,8550,Educational support activities,,SRTIP,
Unmanned Aerial Vehicle (Drone) Services,103064.0,52,522,5229,Other transportation support activities,,SRTIP,
"Unmanned Aerial Vehicles (Drone) Exporting, Selling , Maintenance and Spare Parts",103065.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Unmanned Aerial Vehicles (Drone) Trading,103065.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Unworked Gold and Precious Metals Trading,,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Upholstery Requisites and Materials Trading,103066.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Urban Planning Engineering Consultancy,103067.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Used Auto Spare Parts Trading,103070.0,45,453,4530,Sale of motor vehicle parts and accessories,,SRTIP,
Used Automobile Trading,103071.0,45,451,4510,Sale of motor vehicles,,SRTIP,
Used Automobile Trading for Export,103072.0,45,451,4510,Sale of motor vehicles,,SRTIP,
Used Building Machinery and Equipment Trading,103073.0,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Used Electrical and Electronic Appliances Trading,103078.0,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Used Furniture Trading,103079.0,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Used Heavy Equipment and Machinery Trading,103080.0,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Used Heavy Machinery Motors Spare Parts and Outfit Trading,103081.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Used Household Utensils Trading,103083.0,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Used Jewellery Trading,103084.0,47,477,4774,Retail sale of second-hand goods,,SRTIP,
Used Luxury Automobiles Trading,103085.0,45,451,4510,Sale of motor vehicles,,SRTIP,
Used Motorcycles Trading,,45,454,4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",,SRTIP,
Used Tires Waste Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Used Tyres Trading,,45,453,4530,Sale of motor vehicle parts and accessories,,SRTIP,
Vegetables and Fruit Trading,103057.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Vehicles E-Trading,,47,479,4791,Retail sale via mail order houses or via Internet,,SRTIP,
"Vehicles, Equipments and Machinery Technical Testing",103056.0,71,712,7120,Technical testing and analysis,,SRTIP,
Vending Machines Trading,103053.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Ventilators and Fans Trading,103052.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Vertical and Horizontal Transportation Systems Concultancy,103051.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Veterinary Equipment and Instruments Trading,103042.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Veterinary Medicines Trading,103043.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Visual Arts Training Center,,85,854,8542,Cultural education,,SRTIP,
Vocational Training Services,103039.0,85,852,8522,Technical and vocational secondary education,,SRTIP,
"Volume, Noise and Oscillation Control Consultancy",103038.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Wall Paper Trading,103035.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Waste and Garbage Treatment Consultancy,,70,702,7020,Management consultancy activities,,SRTIP,
Waste Management and Recycling Consultancy,103032.0,70,702,7020,Management consultancy activities,,SRTIP,
Waste Paper Trading,103022.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Waste Plastic Trading,103023.0,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
"Watches, Clocks and Spare Parts Trading",103024.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Water Cooling and Heating Equipment Trading,103025.0,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Water Desalination Equipment Trading,103026.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Water Heaters Trading,103027.0,47,475,4752,"Retail sale of hardware, paints and glass in specialized stores",,SRTIP,
Water Treatment Equipment Trading,103029.0,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
"Water, Sewage and Irrigation Engineering Consultancy",103031.0,71,711,7110,Architectural and engineering activities and related technical consultancy,,SRTIP,
Wax Candles Trading,103008.0,47,475,4759,"Retail sale of electrical household appliances, furniture, lighting equipment and other household articles in specialized stores",,SRTIP,
Weather Forecasting and Aviation Devices Engineering Consultancy,103011.0,74,749,7490,"Other professional, scientific and technical activities n.e.c.",,SRTIP,
Web-Design,103013.0,62,620,6201,Computer programming activities,,SRTIP,
Web-Hosting,103014.0,63,631,6311,"Data processing, hosting and related activities",,SRTIP,
Well Drilling Equipment Trading,103021.0,47,477,4773,Other retail sale of new goods in specialized stores,,SRTIP,
Wholesale of  Container and Bottle Caps Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of  Smelter and Furnace Fire Stone Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Advertisement Media and Instruments Trading,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
Wholesale of Aerials and Receivers Trading,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
Wholesale of Agricultural and Veterinary Pesticides Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Air-conditioner and Coolant Spare Parts Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Alarm And Monitor Devices And Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Animal Fodder Complementary Material Trading,,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Wholesale of Appliances Fireworks Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Aquariums and Equipment of Fish and Marine Animals Show Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Artificial Stone Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
"Wholesale of Astronomical Instruments, Astronomical Equipment and Accessories Supplies Trading",,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Audio-Visual Empty Tapes And Discs Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of bags biodegradable gases Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Bicycles and Spare Parts and Outfits Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Blast Furnaces and Smelters Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Bread and Bakeries Products Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Building Cleaning Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
"Wholesale of Building Sand, Pebbles and Stones Trading",,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Wholesale of Calculators and Outfit Trading,,46,465,4651,"Wholesale of computers, computer peripheral equipment and software",,SRTIP,
Wholesale of Canned and Preserved Foodstuff Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Car Cleaning and Washing Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Carbon Emission Control Systems Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Carbonated Beverages Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Cement and Gypsum Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Wholesale of Cement Products Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Wholesale of Chandeliers and Lighting Items Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Chemical Fertilizers Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of China and Ceramics Products Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale Of Chocolate,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Cigarettes and Tobacco and its Products Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Cities Cleaning Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Coffee Trading,100735.0,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Computer Outfit And Data Processing Trading,,46,465,4651,"Wholesale of computers, computer peripheral equipment and software",,SRTIP,
Wholesale of Computer Systems And Software Trading,,46,465,4651,"Wholesale of computers, computer peripheral equipment and software",,SRTIP,
Wholesale of Computers And Outfit Trading,,46,465,4651,"Wholesale of computers, computer peripheral equipment and software",,SRTIP,
Wholesale of Cookers and Cook Stoves Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Cosmetics and Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Crude Oil Trading,,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Wholesale of Crude Plastic and Nylon Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Crystal Products Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Curtains Clothes and Upholstery Trading,,46,464,4641,"Wholesale of textiles, clothing and footwear",,SRTIP,
Wholesale of Cutting Tools Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Dates Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Diary and its Products Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Dietary supplements Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Dried Vegetables and Fruits Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Dry Ice Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Egg Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Electronic And Normal Fortified Strongboxes Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Electronics Cooling Systems Trading,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
Wholesale of Elevators and Escalators and Spare Parts Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Energy Drinks Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Environment Protection Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Equipment and Apparatuses of Entertainment Halls and E-games Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Equipment Trading Of Television Satellite Channel Receivers,,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
"Wholesale of Fibre-Optic Products, Accessories and Outfit Trading",,46,465,4652,Wholesale of electronic and telecommunications equipment and parts,,SRTIP,
Wholesale of Filling and Packaging Material Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Fire Resistant Doors Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Wholesale of Fish and Meat Wastes Trading,,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Wholesale of Flags Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Flour Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Flying Ash Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
"Wholesale of Frames, Photos and Portraits Trading",,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Fresh Fish and Marine Animals Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Fresh Foodstuff Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Frozen Fish and Marine Animals Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Glue and Gum Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Grease and Lubricants Trading,,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Wholesale of Honey and Apiaries Products Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Ice Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Iced Beverages Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Industrial Plant Equipment and Spare Parts Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Insects and Rodents Pesticides Equipment Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Insulating Material Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
"Wholesale of Jewelry, Diamond, and Precious Stones Trading",,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Juice Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Laboratory and Factory Chemicals Trading,,46,466,4661,"Wholesale of solid, liquid and gaseous fuels and related products",,SRTIP,
Wholesale of Laboratory and Factory Tools and Outfit Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Light Fittings and Fixtures Trading,102116.0,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Marble Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Wholesale of Marine Equipment and Machinery Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Mattresses and Sponge Mattresses Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Medications Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Metal Barrels Trading,,46,466,4663,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,SRTIP,
Wholesale of Metal Constructional Ropes Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Metal Wires Trading,,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Wholesale of Musical Instruments Trading,,46,464,4649,Wholesale of other household goods,,SRTIP,
Wholesale of Natural Fertilizers and Agricultural Reclamation Material Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Natural Fibres and Cotton Trading,,46,462,4620,Wholesale of agricultural raw materials and live animals,,SRTIP,
Wholesale of New Heavy Equipment and Machinery Spare Parts Selling Trading,,46,466,4669,Wholesale of waste and scrap and other products n.e.c.,,SRTIP,
Wholesale of Non-ferrous Metal Main Products Trading,,46,466,4662,Wholesale of metals and metal ores,,SRTIP,
Wholesale of Nuts Trading,,46,463,4630,"Wholesale of food, beverages and tobacco",,SRTIP,
Wholesale of Office Equipment and Machinery Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
Wholesale of Office Tools Trading,,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
"Wholesale of Oil and Natural Gas Well Equipment, Devices and Spare Parts Trading",,46,465,4659,Wholesale of other machinery and equipment,,SRTIP,
